,id,name,price,info,url,reviews
245,246,Gimber 500ml,£21.99,"""GIMBER is an organic, natural, alcohol free concentrate based on the finest, Peruvian ginger and lemon.""",https://www.planetorganic.com/products/gimber-500ml,
246,247,Biona Artichoke Hearts 200g,£4.69,Organic artichoke hearts in brine.,https://www.planetorganic.com/products/biona-artichoke-hearts-200g,
247,248,Meridian Organic Black Strap Molasses 350g,£2.49,"""Organic Blackstrap Molasses is extracted during the process of cane sugar production, in which all the beneficial nutrients of the sugar cane are concentrated into the molasses. This is a natural product and the consistency may vary. 
 
 """,https://www.planetorganic.com/products/meridian-organic-black-strap-molasses-350g,
248,249,Naturya Spirulina Powder 200g,£9.99,"""A source of vitamins, minerals, protein and chlorophyll, spirulina is a microscopic plant that is harvested from open-air, freshwater ponds. The fine, blue-green powder has been enjoyed by several global cultures for centuries, and it makes for an effortl""",https://www.planetorganic.com/products/naturya-spirulina-powder-200g,
249,250,Mountain Bread Rye Wraps 200g,£5.99,"""Paper thin authentic middle eastern wraps. No yeast, No dairy, no oils, no added sugar. 70% Rye, 30% wheat. All wraps have gluten.""",https://www.planetorganic.com/products/mountain-bread-rye-wraps-200g,
250,251,Zaytoun Palestinian Medjool Dates 250g,£6.29,Zaytoun Palestinian Medjoul Dates sourced from Palm Growers Cooperatives in Jericho,https://www.planetorganic.com/products/zaytoun-palestinian-medjool-dates-250g,
251,252,Biona Edamame Beans 200g,£2.19,"""*no BPA used in can* Biona Organic Edamame Beans are high in protein, fibre and rich in vitamin K making them the perfect addition to soups, salads and noodles. These versatile shelled beans are great as a filling snack for kids and adults alike, enjoyed on their own or sprinkled with soya sauce. In BPA-free cans with no added salt or sugar.""",https://www.planetorganic.com/products/biona-edamame-beans-200g,
252,253,Just Natural Turmeric (jar) 40g,£2.59,,https://www.planetorganic.com/products/just-natural-turmeric-jar-40g,
253,254,Meridian Light Tahini 270g,£3.99,Meridian Organic products are natural sources of dietary nutrition that can help to contribute towards a healthier lifestyle. Meridian use only natural high quality and traceable organic ingredients that are individually prepared to create products with,https://www.planetorganic.com/products/meridian-light-tahini-270g,
254,255,Zaytoun Palestinian Medjool Dates 500g,£11.49,"""Medjoul dates are known as the ""King of Dates"" due to their size and rich caramel succulence. Both gourmet and wholesome, they are high in fibre and potassium, with a natural sweetness that makes them a delicious treat any time of the day. They are the perfect accompaniment to a cup of coffee, an indulgent addition to desserts and stews, and delicious with a cheeseboard. """,https://www.planetorganic.com/products/zaytoun-palestinian-medjool-dates-500g,
255,256,Biofair Fair Trade Rice And Quinoa Spaghetti 250g,£3.79,Gluten free spaghetti made from fair trade rice and quinoa flour.,https://www.planetorganic.com/products/biofair-fair-trade-rice-and-quinoa-spaghetti-250g,
256,257,Ombar 60% Coco Almond 70g,£3.99,"""Ombar's newest flavour, this is the best of both worlds: the complexity of dark, 60% cacao plus the rich and creamy texture of a 'mylky' chocolate. Add in raw almonds and you have the perfect combination of melt-in-your-mouth chocolate with a delightful crunch. Organic, vegan, dairy-free, refined sugar-free and gluten-free""",https://www.planetorganic.com/products/ombar-60-coco-almond-70g,
257,258,King Soba Pumpkin; Ginger & Rice Noodles 250g,£3.09,"""Rich in potassium, low in calories and loaded with beta-carotene (an important antioxidant), pumpkin is a delicious, healthy and versatile vegetable. Blended with health-giving ginger and wholesome, nutty brown rice, these wheat and gluten free noodles are delicious hot or cold and ideal for special diets.""",https://www.planetorganic.com/products/king-soba-pumpkin-ginger-rice-noodles-250g,
258,259,Carley's Raw Walnut Butter 170g,£5.19,"""A delicious, creamy and omega rich spread. Milled purely from whole organic raw walnuts, delicious on crackes, bread or toast also a great addition to cakes and biscuits and smoothies.""",https://www.planetorganic.com/products/carleys-raw-walnut-butter-170g,
259,260,Mountain Bread Oat Wraps 200g,£5.99,"""Paper thin authentic middle eastern wraps. No yeast, No dairy, no oils, no added sugar. 70% Oat, 30% wheat. All wraps have gluten.""",https://www.planetorganic.com/products/mountain-bread-oat-wraps-200g,
260,261,Biona Light Coconut Milk 400ml,£1.99,9% fat version of this popular cooking ingredient,https://www.planetorganic.com/products/biona-light-coconut-milk-400ml,
261,262,Planet Organic Sultanas 500g,£3.79,,https://www.planetorganic.com/products/planet-organic-sultanas-500g,
262,263,Fish4Ever Skipjack Tuna Steak in Organic Olive Oil 160g,£4.29,"""Skipjack tuna caught one by one by pole & line, by a fleet of local boats in the Azores. Then quickly canned in the nearby artisan island factory""",https://www.planetorganic.com/products/fish4ever-skipjack-tuna-steak-in-organic-olive-oil-160g,
263,264,Planet Organic Linseed Brown 500g,£3.29,Organic Brown Linseed,https://www.planetorganic.com/products/planet-organic-linseed-brown-500g,
264,265,Profusion Protein Bread - Rye & Flax 250g,£3.39,This delicious low carb-high protein bread is a nutritious alternative to traditional wheat bread.,https://www.planetorganic.com/products/profusion-protein-bread-rye-flax-250g,
265,266,Seggiano Buckwheat Digestive Biscuits 150g,£5.00,"""Deliciously simple. Handmade by family bakery in Puglia, Seggiano stoneground wholegrain Buckwheat Digestives are a source of fibre, iron and phosphorus. To live up to the name digestive, these biscuits use quality cold pressed oil and are both yeast and dairy free. Enjoy our typical Italian breakfast biscuit with both sweet and savoury toppings.""",https://www.planetorganic.com/products/seggiano-buckwheat-digestive-biscuits-150g,
266,267,Planet Organic Wholemeal Cous Cous 500g,£2.79,,https://www.planetorganic.com/products/planet-organic-wholemeal-cous-cous-500g,
267,268,Eat Real Hummus Salted Chips 110g,£2.59,"Salt-flavoured crisps are certainly an OG flavour that has stood the test of time - and for good reason. One of the most popular flavoured crisps on the market, the simple addition of salt adds a little oomph to every bite of these hummus crisps from Eat Real. Available in a larger, share bag of 135 grams - even though we know you won't really want to share. Hummus salt crisps by Eat Real are an ideal, healthy snack that everyone can join in on since they are vegan-friendly, gluten-free and free from 14 common allergens. Additionally, Eat Real promote real food made with real ingredients, and as such, these crisps are free from any preservatives or additives that your body doesn't need or want!",https://www.planetorganic.com/products/eat-real-hummus-salt-chips-135g,
268,269,Profusion Himalayan Pink Fine Salt Shaker 140g,£2.69,Himalayan pink salt contains an almost identical set of elements as those in our body - 84 of92 trace minerals. The distinctive pink colour is a result of this high mineral content.,https://www.planetorganic.com/products/profusion-himalayan-pink-fine-salt-shaker-140g,
269,270,Clearspring Brown Rice Whole Sesame Crackers 40g,£2.49,"""A delicious way to enjoy the benefits of organic wholegrain brown rice, mineral rich sesame seeds and naturally aged tamari. Our second generation producers use the highest quality ingredients, traditional recipes and time honoured processes to produce these authentic wholesome snacks. Free From added sugar and gluten.""",https://www.planetorganic.com/products/clearspring-brown-rice-whole-sesame-crackers-40g,
270,271,Planet Organic Coconut Sugar 350g,£3.59,,https://www.planetorganic.com/products/planet-organic-coconut-sugar-350g,
271,272,Ombar Coconut & Vanilla Centres 70g,£3.99,Love coconut? Then you’ll love this bar. The mouth-watering coconut and vanilla centre is encased with a Coconut 60% chocolate to provide a creamy taste sensation!,https://www.planetorganic.com/products/ombar-coconut-vanilla-centres-70g,
272,273,Planet Organic Medjool Dates 250g,£3.99,,https://www.planetorganic.com/products/planet-organic-medjool-dates-250g,
273,274,Ortiz Sardines in Olive Oil 140g,£4.69,"Sardines are one of the tastiest and most popular fish options on the market, which is why Ortiz has created their ethically sourced sardines in Olive Oil all the way from the north of Spain! Delicious and rich sardines are made from some of the very finest sardines and are round and plump, providing plenty of juice and salty flavours. Ortiz marinates these sardines in Olive oil, a healthy fat-rich oil that keeps the sardines fresh, juicy and flavour of flavour. Packed full of super beneficial omegas in every single bite - sardines are world-famous for getting better with every year. But don't worry, if you can't wait to dig into this tin of sardines, we guarantee they are still absolutely delicious and work perfectly with every dish!",https://www.planetorganic.com/products/ortiz-sardines-in-olive-oil-140g,
274,275,King Soba Brown Rice & Wakame Noodles 250g,£2.99,"""The addition of wakame sea vegetable to these wholesome wheat and gluten free brown rice noodles adds another health dimension and unusual flavour profile. Wakame is a sea vegetable high in minerals such as iron and calcium that is known to cleanse and detoxify the body. A great tasting, healthy noodle.""",https://www.planetorganic.com/products/king-soba-brown-rice-wakame-noodles-250g,
275,276,Amisa Gluten Free Buckwheat Fusilli 500g,£4.69,Easy and quick to make - boil for 8 minutes and serve with our favourite pasta sauce.,https://www.planetorganic.com/products/amisa-gluten-free-buckwheat-fusilli-500g,
276,277,Fullgreen Riced Cauliflower & Broccoli 200g,£2.89,"""80% fewer calories than white rice. 100% vegetables. Ready in 2 1/2 minutes. Gluten-free. No preservatives. Non-GMO. Fullgreen Cauli & Vegi Rice are quick and easy, lower calorie carb alternatives made from riced vegetables. They also count as one of your 5 a day. Use it as a ‘side' like rice; in low carb pizza bases, veg-filled stir-frys or hearty grain-free salads""",https://www.planetorganic.com/products/caulirice-with-broccoli-200g,
277,278,Rhythm 108 Hazelnut Chocolate Praline Soft-Baked Filled Cookie 50g,£1.79,Rhythm 108's all new Filled Soft-Baked Cookie with a creamy and indulgent Chocolate Hazelnut Ganache Filling.,https://www.planetorganic.com/products/rhythm108-swiss-cookie-soft-filled-chocolate-hazelnut-ganache-50g,
278,279,Planet Organic Figs Lerida 250g,£4.79,,https://www.planetorganic.com/products/planet-organic-figs-lerida-250g,
279,280,Biona Millet Bread 250g,£3.89,Traditionally made in Germany by organic bakers and perfect as part of a gluten free diet.,https://www.planetorganic.com/products/biona-millet-bread-250g,
280,281,Biona Wholegrain Risotto Rice 500g,£3.79,"""This lightly aromatic rice from Italy is ideal for Risotto, Paella or rice salad.""",https://www.planetorganic.com/products/biona-wholegrain-risotto-rice-500g,
281,282,Rhythm 108 Swiss Chocolate Bar: Sweet 'N' Salty Almond 33g,£2.19,"""A gluten and vegan chocolate bar, made with the finest Swiss chocolate and wholesome ingredients. 45% less sugar than comparable bars and indulgent than ever!Key USPs: Organic, Gluten Free, 45% Less Sugar, Vegan, All Natural, High in Fibre""",https://www.planetorganic.com/products/rhythm108-swiss-chocolate-bar-sweet-n-salty-almond-33g,
282,283,Clipper Chamomile Tea 20 Bags,£2.79,"""A delicate, distinctive infusion with a mellow taste and sunny golden colour. Naturally caffeine free. """,https://www.planetorganic.com/products/clipper-chamomile-tea-20-bags,
283,284,Planet Organic Mixed Nuts 250g,£6.39,,https://www.planetorganic.com/products/planet-organic-mixed-nuts-250g,
284,285,Just Natural Oregano (jar) 17g,£1.79,,https://www.planetorganic.com/products/just-natural-oregano-jar-17g,
285,286,Pulsin Vanilla Chocolate Chip Protein Booster 50g,£1.86,Pulsin's Vanilla Chocolate Chip Protein Snack is designed to give you sustained energy release without the crash,https://www.planetorganic.com/products/pulsin-vanilla-chocolate-chip-protein-booster-50g,
286,287,Mani Capers in Extra Virgin Olive Oil 180g,£5.39,"""Delicious, fruity organic capers preserved in the finest Mani organic extra virgin olive oil. Ideal as an appetizer, a pizza topping or to add flavour to sauces. The extra virgin olive oil in which the capers are the preserved can be used separately to add a spicy touch to sauces, salads and most Mediterranean dishes.""",https://www.planetorganic.com/products/mani-capers-in-extra-virgin-olive-oil-180g,
287,288,2die4 Activated Mixed Nuts 100g,£9.99,"""2die4 Live Food's ACTIVATED Miixed Nuts have been long-soaked in water, and whole, raw Celtic sea salt. Presto! Fermentation has begun. The nuts are then long-dried (dehydrated, not cooked) at very low temperatures. This arrests, and does not kill the nutrient-enlivening transformation that takes place with fermentation, which simply re-ignites once the nuts are popped into the mouth. Activated nuts and seeds become noticeably lighter, tastier, more nourishing, free of bitterness and markedly more-ish. They have been deemed, in fact, by some very alive customers of ours, as 2die4!!""",https://www.planetorganic.com/products/2die4-activated-mixed-nuts-100g,
288,289,Planet Organic Macadamia Nuts 250g,£7.99,,https://www.planetorganic.com/products/planet-organic-macadamia-nuts-250g,
289,290,Amaizin Natural Corn Chips 150g,£2.39,The Amaizin Gluten Free Range is fried in high oleic sunflower oil.,https://www.planetorganic.com/products/amaizin-natural-corn-chips-150g,
290,291,Whole Earth Cornflakes 375g,£3.49,"""Whole Earth Cornflakes are Organic, a low fat food, a low saturates food and naturally gluten free. This product is suitable for vegetarians and vegans. The product is also free from artificial colours and preservatives. At Whole Earth we only use the finest ingredients and are happy to say that 100% of our agricultural ingredients were produced in accordance with the rules of organic production.""",https://www.planetorganic.com/products/whole-earth-cornflakes-375g,
291,292,Biona Rye Pumpkin Seed Bread 500g,£2.89,"""Biona organic Rye Bread with Pumpkin Seed is traditionally made in Germany by organic bakers. It is crammed full of crunchy, nutty wholegrains which are an essential part of a healthy, fibre-rich diet.""",https://www.planetorganic.com/products/biona-rye-pumpkin-seed-bread-500g,
292,293,Planet Organic Short Grain Brown Rice 500g,£2.79,,https://www.planetorganic.com/products/planet-organic-short-grain-brown-rice-500g,
293,294,Biona Aduki Beans 400g,£1.69,"""*no BPA used in can* Biona Organic Aduki Beans are small, reddish-brown beans with a cream coloured seam and sweet, nutty flavour. They are particularly popular in Asian cooking, most often used for sweet dishes including soups, desserts and as a dim sum filling. A good source of protein, iron and magnesium and rich in dietary fibre. These beans are also fat free and with no added salt.""",https://www.planetorganic.com/products/biona-aduki-beans-400g,
294,295,Yogi Alkaline Herbs Tea 17 Bags,£2.99,"This caffeine free tea has a wonderful blend of herbs, renowned for their gut health benefits, such as dandelion, nettle, and lavender.",https://www.planetorganic.com/products/yogi-alkaline-herbs-tea-17-bags,
295,296,If You Care Parchment Baking Paper each,£6.99,Silicone coated 100% unbleached Parchment Baking Paper. Chlorine and Quilon free. Greaseproof and microwave safe.,https://www.planetorganic.com/products/if-you-care-parchment-baking-paper-each,
296,297,Kallo Dark Chocolate Rice Cakes 90g,£3.39,All the indulgence of delicious real organic Belgian dark chocolate with a naturally low fat rice cake snack.,https://www.planetorganic.com/products/kallo-dark-chocolate-rice-cakes-90g,
297,298,Seggiano Wild Fennel Tomato Pesto 220g,£6.25,"""Wild fennel leaf lends its aromatic flavour to many sauces and cured meats of the Monti Iblei region in southeast Sicily, where it grows in natural abundance.""",https://www.planetorganic.com/products/seggiano-wild-fennel-tomato-pesto-220g,
298,299,Biona Omega 3 Golden Linseed Rye Bread 500g,£2.69,"""Biona Organic Rye Bread with Golden Linseed is traditionally made in Germany by organic bakers. It is crammed full of crunchy, nutty wholegrains which are an essential part of a healthy, fibre-rich diet. Linseed is rich in Omega 3 fatty acids which may help to maintain a healthy heart. """,https://www.planetorganic.com/products/biona-omega-3-golden-linseed-rye-bread-500g,
299,300,Clearspring Tamari Roasted Pumpkin Seeds 35g,£1.69,The finest Styrian Pumpkin seeds coated in Clearspring's own organic Tamari,https://www.planetorganic.com/products/clearspring-tamari-roasted-pumpkin-seeds-35g,
300,301,Whole Earth Cocoa Crunch 375g,£3.69,"""A dazzling mix of crisp, chocolaty clusters of oats and rice will leave you wanting another bowl time after time. 
 
 The organic ingredients, free from artificial additives simply leaves more room in your bowl for yummy cocoa crunch! Go on, dive in!""",https://www.planetorganic.com/products/whole-earth-cocoa-crunch-375g,
301,302,Seggiano Fresh Artichoke Pate 180g,£6.60,"""An unusual and original pate made from raw artichoke, it is full of rustic flavour.""",https://www.planetorganic.com/products/seggiano-fresh-artichoke-pate-180g,
302,303,Eat Real Hummus Tomato Basil Chips 110g,£2.59,"Eat Real’s rich, tangy tomato and basil hummus crisps are all the best things a crisp should be - crunchy, crispy and packed full of bursting flavours! That's exactly what these bigger 135 g-sized bags of hummus tomato and basil crisps are, a delightful mouthful every single time. Hummus crisps are a nutritious, plant-powered protein snack that is flavoured with tangy, sweet tomato and basil flavourings creating a delicious Italian-inspired healthy crisp that is naturally gluten-free and suitable for vegans while also being free from added sugar, preservatives and artificial ingredients. Enjoy real food made from real ingredients and real flavours that feel really good but taste even better with Eat Reals’ hummus tomato and basil crisps.",https://www.planetorganic.com/products/eat-real-hummus-tomato-basil-chips-135g,
303,304,Marigold Engevita Nutritional Yeast 100g,£7.59,"""The ideal condiment for soups, cereals and smoothies. Rich in Fibre, Folic Acid and Protein""",https://www.planetorganic.com/products/marigold-engevita-nutritional-yeast-125g,
304,305,Yogi Stomach Ease Tea 17 Bags,£2.99,"Enjoy a cup of Stomach Ease after your meal to help with healthy digestion. This delicious traditional medley of all organic herbs and spices is specially formulated to support digestive health. Fennel seed and liqorice are two fragrant and flavorful herbs that naturally soothe the stomach. Refreshing peppermint and warming herbs such as cardamom, coriander, and ginger help promote digestion.**This product is not intended to diagnose, treat, cure, or prevent any disease.",https://www.planetorganic.com/products/yogi-stomach-ease-tea-17-bags,
305,306,Planet Organic Raw Pistachio Kernels 125g,£7.99,,https://www.planetorganic.com/products/planet-organic-raw-pistachio-kernels-125g,
306,307,Planet Organic Kasha (Roasted Buckwheat) 500g,£4.59,,https://www.planetorganic.com/products/planet-organic-kasha-roasted-buckwheat-500g,
307,308,Chewsy Gum Peppermint 15g,£1.39,"""That means no aspartame, no artificial flavours or sweeteners, no preservatives, and no plastic gum base. Made with natural chicle gum base for a soft chew, and sweetened with natural xylitol for healthy teeth. And because we only use natural ingredients, our gum is completely biodegradable and better for the planet.""",https://www.planetorganic.com/products/chewsy-gum-peppermint-15g,
308,309,Hu Salty Dark Chocolate Bar 60g,£3.79,"Mmmm delicious! Dark chocolate and salt are a match made in heaven, which is why HU have made their amazing salty dark chocolate bar. This bar contains 70% dark chocolate paired with a pinch of sea salt that is combined to create an explosion on your tongue with every bite! This is a chocolate bar that you will not want to miss and will most definitely struggle to stop eating. Hu’s salty dark chocolate bar is one you can eat without stress or worries about filling your body with junk. Hu has produced this bar using only the finest organic and fairtrade ingredients and likes to keep its ingredient list short and simple. HU’s salty dark chocolate bars are vegan-friendly, gluten-free and contain no synthetic ingredients or palm oil!",https://www.planetorganic.com/products/hu-salty-dark-chocolate-bar-60g,
309,310,Planet Organic Buckwheat 1kg,£4.99,,https://www.planetorganic.com/products/planet-organic-buckwheat-1kg,
310,311,Biona Coconut Aminos Original 250ml,£3.99,Biona Organic Coconut Aminos is made from only the sap of coconut and a touch of sea salt. It makes a perfect alternative to soya sauce that is naturally gluten and soy free. This versatile sauce has a sweet and salty flavour that is perfect for using in marinades and to season savoury dishes with.,https://www.planetorganic.com/products/biona-coconut-aminos-original-250ml,
311,312,Fushi Grass Fed Ghee 230g,£11.99,"""Fushi authentic Organic Ghee is traditionally churned and made with great care at a local farm in the Cotswold Hills of South West of England. It is made with artisan butter and cream produced fresh daily from free range “grass fed cows” for most of the year between March and November. While in harsher weather between December to February the cows are fed organic feed. Organic certified by the Soil Association and produced only in small batches from quality English butter, our organic Ghee is “cooked” slowly for 6 – 8 hours to rid it of any impurities. This results in a pure ghee butter with a lovely fragrance and colour. There are no added flavourings, preservative or colourings. Organic Ghee or clarified butter has been recognised and highly valued by Ayurveda, the ancient medical science of India. Placed at the top of the oily foods list, Ghee is considered to be an essential part of a balanced diet. According to tradition it not only benefits the internal health of the body but also softens, strengthens and nourishes the skin. Pure Ghee butter has immense healing benefits as it contains a balance of easy to digest fatty acids essential for healthy nerves and cells. Known for it anti-inflammatory properties, it is also rich with antioxidants and acts as an aid in the absorption of vitamins and minerals from other foods. Ghee has a high smoke point and therefore does not produce damaging free radicals.""",https://www.planetorganic.com/products/fushi-grass-fed-ghee-230g,
312,313,"Linwoods Milled Flaxseed, Sunflower & Pumpkin Seeds 425g",£7.49,"""Linwoods source only the finest quality seeds and berries from around the world to produce their natural, tasty and nutritious healthy super foods. Their healthy superfoods are milled to aid quick and easy absorption into the body, so you can feel the immediate benefits of a range of essential fatty acids, vitamins and minerals in your diet.""",https://www.planetorganic.com/products/linwoods-milled-flaxseed-sunflower-pumpkin-seeds-425g,
313,314,Clearspring Brown Rice Miso Jar 300g,£6.49,"""Brown Rice Miso, also known as genmai miso, is made using traditional methods and is fully aged in cedarwood kegs. It has similar properties to barley miso but with a slightly sweeter taste.""",https://www.planetorganic.com/products/clearspring-brown-rice-miso-jar-300g,
314,315,Biona Baked Beans in Tomato Sauce 400g,£1.69,"""*no BPA used in can* Rich in protein and fibre, Biona Organic Baked Beans in Tomato Sauce are a versatile, nutritious addition to your pantry. These light, flavoursome beans are bathed in a rich, wholesome tomato sauce created from organically grown ingredients. Whether being served with toast, a baked potato, or as part of a filling English breakfast, these organic baked beans are a delicious accompaniment to any meal.""",https://www.planetorganic.com/products/biona-baked-beans-in-tomato-sauce-400g,
315,316,Whole Earth Maple Frosted Flakes 375g,£4.59,"""Corn Flakes Lightly frosted with maple syrup, perfect for those who crave a little sweetness in the morning. Whole Earth combine organic Canadian maple syrup with their original corn flakes recipe for a truly scrumptious breakfast.
 
 Whole Earth are happy to say that 100% of their agricultural ingredients were produced in accordance with the rules of organic production.""",https://www.planetorganic.com/products/whole-earth-maple-frosted-flakes-375g,
316,317,Planet Organic Banana Chips 250g,£2.99,,https://www.planetorganic.com/products/planet-organic-banana-chips-250g,
317,318,King Soba Millet & Brown Rice Noodles 250g,£2.99,Millet is a highly nutritious grain and is considered to be one of the least allergenic grains available. Wheat and Gluten free.,https://www.planetorganic.com/products/king-soba-millet-brown-rice-noodles-250g,
318,319,Seggiano Cavolo Nero Pesto 200g,£7.75,"""Seggiano's kale pesto captures the goodness and dark leafy green flavours of black kale or cavolo nero, a hearty winter vegetable. It's delicious as a dip and with rice, or pasta.""",https://www.planetorganic.com/products/seggiano-cavolo-nero-pesto-200g,
319,320,Pukka Tulsi Clarity Tea 20 Bags,£4.99,"Pukka’s tulsi clarity tea offers a massive host of benefits to anyone who decides to try this tea. Tulsi clarity tea is formulated using three different types of organic tulsi, including Rama green tulsi leaf, Krishna purple tulsi leaf, Vana lemon tulsi leaf, and Pukka ensures that only the finest ingredients are used in its herbal teas. So, why use tulsi clarity tea? Well, other than tasting delicious with its refreshing and fragrant aroma, tulsi as a herb offers a massive amount of health benefits. Some of the most well-known benefits you can receive from using Tulsi are its ability to combat stress by stabilising glucose levels, blood pressure and lipid levels - providing very positive effects on the body and cognitive function!",https://www.planetorganic.com/products/pukka-tulsi-clarity-tea-20-bags,
320,321,Keto Hana Keto Friendly Granola - Peanut Butter 300g,£7.79,"Keto breakfast, sorted. The first truly keto granola is high in good fats and has absolutely no added sugar. Sprinkle on natural yoghurt, add a couple of berries and contemplate the day ahead.",https://www.planetorganic.com/products/keto-hana-keto-friendly-granola-peanut-butter-300g,
321,322,Biona Agave Syrup 250ml,£3.99,"""From the Agave plant, Biona Organic Agave Syrup gives a sweet and mild taste.""",https://www.planetorganic.com/products/biona-agave-syrup-250ml,
322,323,Whole Earth Baked Beans 420g,£1.49,Organic baked beans in a spicy tomato sauce. Low in fat and delicious.,https://www.planetorganic.com/products/whole-earth-baked-beans-420g,
323,324,Biona Coconut Palm Sugar 500g,£5.49,"""The perfect alternative sweetener for drinks, desserts and baked goods. With a low melt temperature and high burn temperature, coconut sugar is especially suited to everyday cooking needs.""",https://www.planetorganic.com/products/biona-coconut-palm-sugar-500g,
324,325,Mani Sundried Tomatoes in Extra Virgin Olive Oil 180g,£4.99,"""These MANI aromatic, sun-dried tomatoes have been cut in half, marinated in extra virgin olive oil and seasoned with basil. They bring the fresh taste of summer and Greek sunshine directly into your kitchen. Wonderfully aromatic, juicy and mildly spicy. Perfect as an appetiser, in salads, chopped into pasta sauces or scrambled eggs.""",https://www.planetorganic.com/products/mani-sundried-tomatoes-in-extra-virgin-olive-oil-180g,
325,326,Biona Golden Sauerkraut 350g,£1.99,"""Biona Organic Golden Sauerkraut is made with fresh turmeric and ginger for a subtle kick. This Sauerkraut will liven up all your favourite meals - pair with salads, hummus wraps, veggie burgers, grilled vegetables and more. """,https://www.planetorganic.com/products/biona-golden-sauerkraut-350g,
326,327,Island Bakery Lemon Melts 133g,£3.99,"Island Bakery Organics are creators of some of the most indulgent and delicious organic biscuits you're likely to find. Based on the Scottish Isle of Mull, they bake in small batches, ensuring personal care goes into each and every one. As well as using only the best organic ingredients in generous proportions, they also insist that all of their flavours come from real ingredients rather than the chemical flavourings that lesser brands rely on to hide their cheap ingredients. Their Lemon and Lime flavoured biscuits use pure citrus oils for example, and their Apple Crumbles are filled with big glugs of apple juice.",https://www.planetorganic.com/products/island-bakery-lemon-melts-133g,
327,328,Organic Kitchen Extra Virgin Coconut Oil 400g,£6.49,"""Organic Kitchen Coconut Oil is cold pressed to maintain its natural flavour and nutrients. Great for baking, roasting or frying. Solid below 18C and liquid above 24C. This extra virgin coconut oil is raw, unrefined and vegan.""",https://www.planetorganic.com/products/organic-kitchen-extra-virgin-coconut-oil-400g,
328,329,Le Pain des Fleurs Chestnut Toast 150g,£4.59,These crisp breads can be used as a bread replacement for breakfast. They can be eaten plain or with a salty or sweet topping.,https://www.planetorganic.com/products/le-pain-des-fleurs-chestnut-toast-150g,
329,330,Biona Sweetcorn 340g,£2.49,"""Organic corn, light and sweet, simply preserved in water with a touch of sea salt. No added sugar.""",https://www.planetorganic.com/products/biona-sweetcorn-340g,
330,331,Biona Vitality Rye Bread - Sprouted Seeds 500g,£2.79,"""This bread is made for Biona by a family-owned bakery in Muensterland, Germany. Established in 1927, the bakery uses traditional artisanal skills - freshly grinding the grains just before baking to create loaves packed with the wholegrain goodness needed as part of a healthy diet.""",https://www.planetorganic.com/products/biona-vitality-rye-bread-500g,
331,332,Just Natural Cumin Ground (jar) 38g,£2.99,,https://www.planetorganic.com/products/just-natural-cumin-ground-jar-38g,
332,333,Fushi Grass Fed Ghee 420g,£19.99,"""Fushi authentic Organic Ghee is traditionally churned and made with great care at a local farm in the Cotswold Hills of South West of England. It is made with artisan butter and cream produced fresh daily from free range “grass fed cows” for most of the year between March and November. While in harsher weather between December to February the cows are fed organic feed. Organic certified by the Soil Association and produced only in small batches from quality English butter, our organic Ghee is “cooked” slowly for 6 – 8 hours to rid it of any impurities. This results in a pure ghee butter with a lovely fragrance and colour. There are no added flavourings, preservative or colourings. Organic Ghee or clarified butter has been recognised and highly valued by Ayurveda, the ancient medical science of India. Placed at the top of the oily foods list, Ghee is considered to be an essential part of a balanced diet. According to tradition it not only benefits the internal health of the body but also softens, strengthens and nourishes the skin. Pure Ghee butter has immense healing benefits as it contains a balance of easy to digest fatty acids essential for healthy nerves and cells. Known for it anti-inflammatory properties, it is also rich with antioxidants and acts as an aid in the absorption of vitamins and minerals from other foods. Ghee has a high smoke point and therefore does not produce damaging free radicals.""",https://www.planetorganic.com/products/fushi-grass-fed-ghee-420g,
333,334,Biona Lentils Vert 400g,£1.49,*no BPA used in can* Puy lentils have a very unique peppery flavour and hold their texture better than other lentils. Perfect served along with sausages or in a salad with roasted vegetables.,https://www.planetorganic.com/products/biona-lentils-vert-400g,
334,335,Planet Organic Juiced Infused Cranberries 250g,£6.99,,https://www.planetorganic.com/products/planet-organic-juiced-infused-cranberries-250g,
335,336,Planet Organic Porridge Oats 500g,£1.99,,https://www.planetorganic.com/products/planet-organic-porridge-oats-500g,
336,337,Planet Organic Omega 3 Seed Mix 250g,£1.99,,https://www.planetorganic.com/products/planet-organic-omega-3-seed-mix-250g,
337,338,Biona Cola Bottles 75g,£1.99,"""Biona sweets are the real deal - no fake stuff, just real fruit juice. Free from artificial flavourings, colourings or additives, they are crammed with irresistible natural sweetness, making treats that taste truly naughty but simply aren't.""",https://www.planetorganic.com/products/biona-cola-bottles-75g,
338,339,Biona Mixed Beans 350g,£1.99,"""Biona Mixed Beans are a good source of protein, iron, magnesium and rich in dietary fibre. No added sugar .""",https://www.planetorganic.com/products/biona-mixed-beans-350g,
339,340,Raw Health Acacia Honey 350g,£6.69,"""At RAW Health, we use organic cold extraction methods and never heat the honey above the natural temperature of the beehive. In this way the natural enzyme activity in the honey is preserved. """,https://www.planetorganic.com/products/raw-health-acacia-honey-350g,
340,341,Ombar Raspberry & Coconut Centres 70g,£3.99,This bar delivers a decadently creamy chocolate indulgence. The zingy raspberry and coconut centre contrasts beautifully with the Coconut 60% chocolate shell. You won’t be disappointed!,https://www.planetorganic.com/products/ombar-raspberry-coconut-centres-70g,
